item_id,category,source_type,group,key,member_keys,english,length_bucket,changed_across_versions,change_score,style_variance_score,localization_risk_score,player_visibility,sampling_priority_score,scheme_c_score,V1_label,V1_zh,V2_label,V2_zh,V3_label,V3_zh,ellipsis_count,has_ellipsis,key_prefix
Crawl_BLUE_SCIENTIST_ACCEPT,dialogue,Crawl,Crawl,BLUE_SCIENTIST_ACCEPT,BLUE_SCIENTIST_ACCEPT,"Excellent! With two bugs at the task, the rate of discovery shall greatly increase!
Now! Before he up and vanished, my previous assistant seeded the warrens below with Plasmium buds.
The buds should be ripening as we speak and the nectar within must be extracted before they reach maturity.
With the right tool in claw, collecting the nectar is an easy process. I’ll even lend you my own Needle Phial for the job.
Once you locate a bud, simply charge the Phial until readied, then release its needle into a bud’s core. Do it right, and it’ll suck out the nectar in one clean pop!
Return them to me when you’ve retrieved the necessary samples. With the right nectar, and the right testing, Plasmium can reveal even more of its wondrous properties!",long,True,44.6,6.667,1.0,6.0,20.223,20.223,Initial official version,"太好了！效率翻倍！
我那前任助手在下面虫道种了生质液花苞。
现在应该快成熟了，得在成熟前提取生质液。
用储液针管采集，很简单的，我把我用的借给你。
找到花苞后蓄满力，把针头扎进核心，嗖的一下就能抽出来！
把带样本回来。有了它们做实验，生质液会更神奇！",Public-beta official revision,"很好！多一只虫子来帮我，研究效率就能大大提高！
好了！在消失之前，我的前任助手在下面的虫道种植了一些灵离液花苞。
现在那些花苞应该快要成熟了，我们必须在它完全成熟之前提取其中的花蜜。
只要有合适的工具，采集花蜜不是什么难事。我可以把我的储液针管借给你。
找到花苞之后，只需要为针管蓄满力，然后把针头扎进花苞的核心就可以了。遵循正确的操作，就能把花蜜一口气全吸出来！
取回所需样本后，再回来找我。有了充足的花蜜以及正确的试验方法，我们可以揭示更多灵离液的奇妙特性！",Patch 4 Team Cart Fix version,"太好了！现在有两只虫子，探索的效率要猛增了！
听着！在我前任助手突然消失之前，他在下面的虫道里种了生质液花苞。
现在花苞应该快成熟了，得在成熟前提取浆液。
只要有合适的工具，采集工作就会很简单。我甚至可以把我自己的储液针管借给你用。
找到花苞后，只要把针管拉到底，把针头扎进花苞核心里。只要你操作正确，一下就能把浆液抽出来！
采集到样本之后就带回来。只要有合适的浆液，再在实验中正确操作一番，生质液就肯定能展现出更多神奇特性！",0,False,BLUE_SCIENTIST
Wanderers_HUNTER_FAN_ZAPNEST_MEET,dialogue,Wanderers,Wanderers,HUNTER_FAN_ZAPNEST_MEET,HUNTER_FAN_ZAPNEST_MEET,"Ahh miss grown-up, Nuu hoped you would return here. For clever Nuu can track well where you have been, she sees your cut-marks and sniffs out your fragrant trail!
And look where the trail has led sweet Nuu! A thick wriggler lived in this nest, rumbling and crackling in the darkness.
Its sour juices still line these rocky insides, and patient Nuu will gather it all up!
There is much to learn in these crusted highlands Nuu, but much danger as well. Indulge your curiosity if you must, but keep your senses trained on the darkness.",long,True,42.5,6.333,7.0,6.0,20.217,20.217,Initial official version,"大姐姐！努努跟着你的刀痕和体香找到这啦！
这个巢穴住着条乱扭的胖家伙，在黑暗里咔咔响！
岩壁上还粘着它的酸液，努努要全部收集！
这里虽然知识多，但也很危险，别只顾着好奇，也要小心黑暗中的动静。",Public-beta official revision,"呀，是大姐姐，努努盼着你会回到这里。因为聪明的努努可擅长追踪，能看见你身上战斗的痕迹，还能闻到你的芳香踪迹呢！
快看努努找到了什么！这里住着一只胖胖的大家伙，在黑暗里发出闷响，劈里啪啦的。
石头里面全是它的酸液，努努会把它们全部收集起来！
努努，这高地里虽然有很多值得学习的东西，但也很危险。满足好奇心固然重要，但在黑暗中也要保持警惕。",Patch 4 Team Cart Fix version,"大姐姐！努努觉得你会回到这里。因为聪明的努努能准准地追踪你去过的地方，她瞧见你留下的砍痕，还能嗅出你香喷喷的气味痕迹！
快看这踪迹把可爱的努努引到哪儿啦！这窝里曾住着一条肥嘟嘟的蠕虫，在黑黢黢的地方咕噜咕噜响呢。
岩壁里头还沾着它酸溜溜的汁液，耐心的努努要全部收集起来！
努努，这覆盖着硬壳的高地到处都可以研究，但也充满危险。不能只顾着好奇，要小心黑暗中的动静。",0,False,HUNTER_FAN
Wanderers_MAPPER_GENERIC_GREYMOOR,dialogue,Wanderers,Wanderers,MAPPER_GENERIC_GREYMOOR,MAPPER_GENERIC_GREYMOOR,"Fair greetings, Shakra. You are a welcome sight amidst the sodden gloom of these caverns. 
Child Wielding Needle, your aspect is still sharp. My respect remains. Heed a warning, many fierce bugs roost nearby.
On the lake beyond this cave nest a ragged horde atop an old watermound. Their mastery of flight makes them dangerous. My shell will forever carry the score of their pins.
If you’re seeking a safer path, head back, towards this land’s core.",long,True,42.5,6.167,7.0,6.0,20.183,20.183,Initial official version,"幸会，沙克拉。能在这阴湿洞穴里见到你真好。
使针的小姑娘，身手还是那么利索。提醒你，附近猛虫可不少。
前面湖心住着群飞虫，我壳上被它们的针弄得全是伤。
想走安全点的路就就回头，往这地方的中心走。",Public-beta official revision,"我们又见面了，沙克拉。能在这些阴暗潮湿的洞穴中见到你，实在令我欣慰。
执针的小女孩，你还是那么敏锐，我向你致意。但你可得留意，附近栖息着许多凶猛的虫子。
穿过这个洞穴就能见到一片湖泊，一大群毛羽凌乱的虫子盘踞在那古老的水堤上。它们的飞行技艺十分高超，因此也极为凶险。我的外壳上就永远留下了它们的刺针划痕。
如果你想找一条更加安全的道路，回头吧，去往这片土地的中心。",Patch 4 Team Cart Fix version,"幸会，沙克拉。能在这阴暗潮湿的洞穴里见到你真好。
身手还是那么利索，使针的小姑娘，我的敬意依旧。提醒你一句，附近栖息着不少凶猛的虫子。
洞外的湖泊里，有个邋遢的部落在水丘上筑巢。他们擅长飞行，非常危险。我的壳上要永远留着他们的刺痕了。
你想找条安全点的路的话，就回头，往这地方的中心走。",0,False,MAPPER_GENERIC
Wanderers_GARMOND_MEET_CITADEL_FIRST,dialogue,Wanderers,Wanderers,GARMOND_MEET_CITADEL_FIRST,GARMOND_MEET_CITADEL_FIRST,"Gurrroo! A fellow warrior braves this blighted place! Know you stand before the honoured knight Garmond, and brave companion Zaza.
Together, Zaza and I are wish bound to scale this Citadel, and vanquish the horrors at its heart!
Then good luck to you, sir bug. It is heartening to meet another of sound mind and fortitude enough to fight back against the many haunted husks.
Aye! Never-ending, these unnatural opponents! This Citadel seems its twisted source, and honour decrees we must fight on, until we rend the heart of its decay!",long,True,42.0,6.667,7.0,6.0,20.083,20.083,Initial official version,"嘎噜！又来个勇士！我乃荣耀骑士加蒙德，这位是忠仆扎扎！
我们要杀上圣堡，端了诅咒的老巢！
那祝你好运。难得能遇见敢反抗丝咒傀儡的清醒者。
是啊，这些傀儡，杀都杀不完！圣堡似乎就藏着祸根，必须捣毁！",Public-beta official revision,"嘎噜！又是一名勇士，在这片饱受摧残的土地上闯荡！记住——你面前的是荣耀骑士加蒙德，以及无畏战友扎扎！
扎扎和我注定会征服圣堡，击溃它深处的骇人怪物！
那我祝你好运，先生。难得能遇见一位神志清明、且有勇气对抗那些幽魂躯壳的同行者，实在令人欣慰。
没错！这些傀儡一般的敌人简直没完没了！那座圣堡似乎就是扭曲的源头，所以我们必须为荣誉而战，直至捣毁它腐烂的心脏！",Patch 4 Team Cart Fix version,"格噜！竟还有勇士踏足这片荒芜之地！我乃荣耀骑士，加蒙德。这位是我勇敢的同伴，扎扎。
我们两个誓要攻下这座圣堡，铲除盘踞在核心的恐怖诅咒！
那祝你好运，骑士先生。难得又遇见一位意志坚定，敢于反抗丝咒傀儡的清醒者。
是呀！这些离奇的对手，杀都杀不完！圣堡似乎就是那万恶之源，骑士的荣耀要求我们奋战到底，直到捣毁那衰败的核心！",0,False,GARMOND_MEET
Crawl_BLUE_SCIENTIST_ACCEPT_ZANGO,dialogue,Crawl,Crawl,BLUE_SCIENTIST_ACCEPT_ZANGO,BLUE_SCIENTIST_ACCEPT_ZANGO,"Excellent! With two bugs at the task, the rate of discovery shall greatly increase!
Now! Before he went and died, my previous assistant seeded the warrens below with Plasmium buds.
The buds should be ripening as we speak and the nectar within must be extracted before they reach maturity.
With the right tool in claw, collecting the nectar is an easy process. I’ll even lend you my own Needle Phial for the job.
Once you locate a bud, simply charge the Phial until readied, then release its needle into a bud’s core. Do it right, and it’ll suck out the nectar in one clean pop!
Return them to me when you’ve retrieved the necessary samples. With the right nectar, and the right testing, Plasmium can reveal even more of its wondrous properties!",long,True,44.2,6.5,1.0,6.0,20.03,20.03,Initial official version,"太好了！效率翻倍！
我那死鬼助手在下面虫道种了生质液花苞。
现在应该快成熟了，得在成熟前提取生质液。
用储液针管采集，很简单的，我把我用的借给你。
找到花苞后蓄满力，把针头扎进核心，嗖的一下就能抽出来！
把带样本回来。有了它们做实验，生质液会更神奇！",Public-beta official revision,"很好！多一只虫子来帮我，研究效率就能大大提高！
好了！我的前任助手生前在下面的虫道种植了一些灵离液花苞。
现在那些花苞应该快要成熟了，我们必须在它完全成熟之前提取其中的花蜜。
只要有合适的工具，采集花蜜不是什么难事。我可以把我的储液针管借给你。
找到花苞之后，只需要为针管蓄满力，然后把针头扎进花苞的核心就可以了。遵循正确的操作，就能把花蜜一口气全吸出来！
取回所需样本后，再回来找我。有了充足的花蜜以及正确的试验方法，我们可以揭示更多灵离液的奇妙特性！",Patch 4 Team Cart Fix version,"太好了！现在有两只虫子，探索的效率要猛增了！
听着！在我前任助手死在外面之前，他在下面的虫道里种了生质液花苞。
现在花苞应该快成熟了，得在成熟前提取浆液。
只要有合适的工具，采集工作就会很简单。我甚至可以把我自己的储液针管借给你用。
找到花苞后，只要把针管拉到底，把针头扎进花苞核心。只要你操作正确，一下就能把浆液抽出来！
采集到样本之后就带回来。只要有合适的浆液，再在实验中正确操作一番，生质液就肯定能展现出更多神奇特性！",0,False,BLUE_SCIENTIST
Wanderers_SHERMA_CORAL_WAKE_2,dialogue,Wanderers,Wanderers,SHERMA_CORAL_WAKE_2,SHERMA_CORAL_WAKE_2,"Hrm? Hoy there! I was looking for somewhere to rest my weary shell and found this cosy station!
These lands are dangerous. I had thought perhaps some harm had come to you.
Harm? O red maiden, have faith! No harm can come to us on this holy ascent! We only need to keep our gaze upwards.
Isn’t this all so terribly grand? The great stone steps, the winds lifting us up like the voices of a choir, and just beyond it all is our pilgrimage’s end. The great Citadel at last!",long,True,41.325,6.667,7.0,6.0,19.813,19.813,Initial official version,"嗯？红衣姑娘！我正在找地方歇脚，这驿站多舒适啊！
此处很凶险，我担心你遭遇不测。
不测？要对圣途有信心！只要仰望圣堡，灾祸自会远离！
这景象多壮丽啊！巨大石阶，乘着风声，宛如圣歌，终点就在眼前了！",Public-beta official revision,"嗯？嘿，你好呀！我刚才太累了，想找个地方休息一下，然后发现了这处舒适的站点！
这里非常危险，我还以为你受了什么伤。
受伤？哎，红衣大姐姐，要有信心呀！这是神圣的旅途，没有什么能伤害到我们！只需要一直仰望圣堡就行了。
这景象多壮丽啊！巨大的石头台阶，还有托起我们的狂风，就好像唱诗班发出的声音。只要能越过这一切，就能抵达朝圣的终点——伟大的圣堡！",Patch 4 Team Cart Fix version,"嗯？嘿！我正想找个地方歇一歇，就发现了这个温馨的站台！
这里危机四伏，我还以为你遭遇了什么危险。
危险？红衣姑娘呀，请放心！只要仰望圣堡，在这神圣的攀登之路上，灾祸自然会跑开！我们只需往前看。
这一切是不是非常壮观？巨大的石阶，如圣歌般的风声将我们托起，而在这前方，我们的终点——伟大的圣堡终于出现啦！",0,False,SHERMA_CORAL
Wanderers_GRINDLE_SLAB_MEET,dialogue,Wanderers,Wanderers,GRINDLE_SLAB_MEET,GRINDLE_SLAB_MEET,"Hoy! We thought one of them buzzing bullies was sneakin’ up on us, but it’s just a mangy jailbug!
Why you in here, then? Caught thievin’ were you? Greedy, greedy!
I’ve stolen nothing. Rather, I suspect the wardens are servants of the Citadel. The cage used in my capture bore similar runes to the one that first brought me to this land.
Bound in that cage, I’d have proved a fine gift were they to deliver me to their masters.
Pah, there ain’t nothin’ fine about you, jailbug. We recognised a fellow thief soon as we saw you!
Now, don’t be lingerin’ around here. Those guards’ll be wanting to pop you back in your cage quick quick!
They’ll not get the chance. I will reclaim my belongings and leave this grim place with haste.",long,True,42.2,6.5,7.0,6.0,20.13,19.78,Initial official version,"还当是狱卒呢，结果是只脏老鼠！
你是因为偷什么进来的？贪心鬼！
我没偷东西。这儿的狱卒应该侍奉于圣堡，抓我的笼子和最初那个有相同印记。
如此执着于我，看来它们真的认为我是一份献给主人的好礼物。
呸，你身上有什么好的！少装蒜，我一看你就一脸贼相！
快走快走！别在附近瞎晃悠，小心又被关回笼子！
他们没机会的，我取回自己的东西就走。",Public-beta official revision,"嘿！我还以为又是那群嗡嗡响的狱霸来了...结果是个邋遢牢饭虫！
所以，咋进来的？是偷东西被抓的？贪心，太贪心了！
我什么也没偷，但我怀疑这里的狱卒都侍奉着圣堡。它们抓我用的牢笼上有符文，我被强行带到这片土地时也见过类似的印记。
当时我也被关在牢笼里，看来它们真的认为我是献给它们主人的一份大礼。
呸呸，你不过是个囚犯，肯定品行不正。我一眼就看得出来，你不是什么好人！也是个小偷！
别在这里瞎晃悠了。狱卒马上就来把你塞回笼子！
它们没机会了。等我拿回属于自己的东西，我就马上离开这个阴森的地方。",Patch 4 Team Cart Fix version,"嘿！还当是狱卒呢，结果是只脏臭虫！
你是因为偷什么进来的？贪心鬼！
我没偷东西。那些狱卒恐怕是圣堡的走狗。抓捕我的笼子上所刻的符文，最初将我带到这片土地的那个笼子上也有相似的。
如此执着于我，看来他们真的认为我是一份献给主人的好礼物。
呸，你身上有什么好的！少装蒜，我一看你就一脸贼相！
快走快走！别在附近瞎晃悠，狱卒们恨不得马上把你关回笼子里！
他们没机会的，我会取回自己的东西，然后立刻离开这阴森的地方。",1,True,GRINDLE_SLAB
Wanderers_SHERMA_CORAL_NOBENCH,dialogue,Wanderers,Wanderers,SHERMA_CORAL_NOBENCH,SHERMA_CORAL_NOBENCH,"You see this idol before us, red maiden? I have passed its like before. They mark our pilgrimage well.
If we sing to it, a miraculous shrine will rise from the ground, and we will have a place to rest! Such a wonder!
It is not song that rouses this shrine, but payment in rosaries.
Without rosaries, the shrine remains hidden. I have encountered similar constructs on Pharloom’s paths. This kingdom does not grant rest lightly.",long,True,41.175,6.5,7.0,6.0,19.72,19.72,Initial official version,"看见这圣像了吗？沿途都有标记。
对着它歌唱，圣椅就会升起供我们歇息！多神奇！
唤醒长椅的不是歌声，谢尔玛，而是念珠。
无念珠者不得休憩，纺络从不轻易施恩。",Public-beta official revision,"红衣大姐姐，你看见眼前的这尊圣像了吗？我之前也见过类似的雕像，它们是朝圣之路的标志。
如果对它唱歌，圣椅就会从地面奇迹般地升起，我们就能有休息的地方了！多么神奇呀！
唤醒长椅的不是歌声，谢尔玛，而是投入的念珠。
没有念珠，长椅永远不会显现。我在法鲁姆的其他地方也遇到过类似的情形。这座王国不会轻易让我们得到歇息。",Patch 4 Team Cart Fix version,"红衣姑娘，看见面前这圣像了吗？我以前也见过类似的，是朝圣路上的好路标。
只要我们对着它歌唱，神奇的圣椅就会从地里冒出来供我们歇息！多神奇啊！
唤醒长椅的不是歌声，得付念珠才行。
没有念珠，圣椅就不会升起。我在纺络的路上遇到过相似的机关，这个王国从不轻易赐予安歇之地。",0,False,SHERMA_CORAL
Belltown_PINSMITH_UPGRADE_3_POST,dialogue,Belltown,Belltown,PINSMITH_UPGRADE_3_POST,PINSMITH_UPGRADE_3_POST,"Welly, done! What miracle to work again upon steel so fine. Few pins left in Pharloom could attain such a sheen!
You must tell me, traveller, wherever did you come upon so splendid a weapon?
The blade was a gift, given by a noble tribe of my homeland. They forged the strongest steel, though it was rarely seen beyond their hive.
That tribe has now long passed, and with them the secrets to their craft.
Ahhh. If they are gone, it’s a rarer piece than would be guessed! But what grand luck for this humble pinmaster to have worked with such a weapon!",long,True,41.9,6.0,5.0,6.0,19.61,19.61,Initial official version,"哎呀呀！成啦！圣油配上如此精钢，真是奇迹。纺络还剩几根针能有此锋芒！
旅者，我得问问你，哪里得来如此神兵？
故土一贵族部落所赠，其族以锻钢之术闻名，但成品鲜少外流。
该族早已灭绝，其锻造秘技随之消逝。
唉呀！竟然还是件孤品！我这卑微针匠能照料此针，也是三生有幸！",Public-beta official revision,"好，搞定！能再次为如此精良的钢刃工作，真是奇迹。法鲁姆里剩下的刺针里，很少能闪耀如此光泽！
旅行者，你必须告诉我，你是从哪里得到如此精良的武器？
这把针刃我故乡的一个高贵部落赠与的礼物。它们锻造出最坚韧的钢铁，这种钢铁在它们的巢穴之外很少看到。
那个部落早已消失，他们的锻造秘密也随之失传。
啊！啊，如果他们真的消失了，那么这个就是比想象中还要稀有的珍品！对于这位卑微的针匠来说，能在工作中遇到如此神器，真是莫大的幸运！",Patch 4 Team Cart Fix version,"哎呀呀！成啦！能再次着手加工如此精钢，真是奇迹。纺络还剩几根针刃能有此锋芒！
您得告诉我，旅者，如此无与伦比的武器是从哪来的？
这是我家乡一个贵族部落的赠礼，他们以锻钢之术闻名，可成品却鲜少能在他们的蜂巢外见到。
如今那个部落早已覆灭，他们的锻造秘技也随之消逝。
哎呀！竟然还是件孤品！我这卑微的针匠竟能照料此针，真是莫大的荣幸！",0,False,PINSMITH_UPGRADE
Wanderers_HUNTER_FAN_SPLINTERQUEEN_MEET,dialogue,Wanderers,Wanderers,HUNTER_FAN_SPLINTERQUEEN_MEET,HUNTER_FAN_SPLINTERQUEEN_MEET,"Ooh ma ma! Look here, miss grown-up! Very fascinating creature here, all dead in bits now, but still good!
She takes the shape of the woods for her body, and her hair like bitter leaves! Clever, thinks Nuu!
This creature staked its territory here and attacked as I passed through.
You should not linger long. Her tribe remains hidden amongst the branches, disguised and waiting to strike.
Oooh! So the cutting-up was done by you? Nuu gives her warm thanks! Now Nuu can inspect this creature well, all its gooey insides and crunchy shell!",long,True,41.1,6.0,7.0,6.0,19.59,19.59,Initial official version,"哇！大姐姐快看！这只死透的怪物超有趣！
身体像树干，头发像苦叶子！努努觉得它超聪明！
这生物占据此处，袭击路人。
别久留，它的同族还在树丛里埋伏呢。
哇！是你干掉的？太感谢啦！现在可以好好研究它的粘液和脆壳了！",Public-beta official revision,"哇！天呐！快看这里，大姐姐！多么神奇的生物啊！虽然已经残缺不全，但依然值得研究！
她的身体像树干，毛发像发苦的叶子！努努觉得她好聪明！
它将这里占为己有，并在我经过的时候发动了袭击。
此地不可久留，它的同族依然埋伏在树枝中，等待袭击下一个猎物。
哎哟！所以是大姐姐干掉的？努努太感谢啦！努努现在可以好好观察它，研究它黏糊糊的内脏和硬壳了！",Patch 4 Team Cart Fix version,"呜嘛嘛！快看这儿，大姐姐！这只生物好有趣，虽然现在碎成块儿死透了，但还是很有意思！
她把身子伪装成树林的形态，而发丝就像苦涩的树叶！努努觉得超聪明！
这生物在此划地为界，我经过时便发起了攻击。
你不该久留。她的部族仍藏匿在树枝间，伪装着伺机突袭。
呜噢！所以是你把它切碎的？努努表示热烈感谢！现在努努能好好检查这只生物了，看它黏糊的内脏和嘎嘣脆的外壳！",0,False,HUNTER_FAN
Wanderers_MAPPER_SPAR_REOFFER,dialogue,Wanderers,Wanderers,MAPPER_SPAR_REOFFER,MAPPER_SPAR_REOFFER,"We must never let our shells soften, or Pharloom’s sharp teeth will sink in quick.
Would you duel with me, Hornet Wielding Needle? Together we shall sharpen one another’s skill.",medium,True,35.75,5.333,7.0,6.0,17.317,17.317,Initial official version,"战士不能养尊处优，纺络到处藏着危险。
来切磋吧？我们互相磨练技艺。",Public-beta official revision,"我们绝不能让自己的力量有所松懈，否则法鲁姆就会亮出它的獠牙并刺入你的身体。
你是否愿意和我切磋一番，执针的大黄蜂？互相切磋，共同进步。",Patch 4 Team Cart Fix version,"战士不能养尊处优，纺络的危险就像尖牙一样，随时会致命。
要和我决斗一场么，使针的大黄蜂？我们可以精进彼此的技术。",0,False,MAPPER_SPAR
Wanderers_SHERMA_MEET_OPENED2,dialogue,Wanderers,Wanderers,SHERMA_MEET_OPENED2,SHERMA_MEET_OPENED2,"I’m Sherma, by the way. Just another humble pilgrim like yourself. If you ever need assistance on the road ahead, sing out my name and I’ll be sure to find you. Me and my lucky chime are at your service!",medium,True,35.575,5.667,7.0,6.0,17.313,17.313,Initial official version,我叫谢尔玛，和你一样是朝圣者。路上需要帮忙就喊我！我和幸运铃铛随叫随到！,Public-beta official revision,"差点忘记自我介绍了，我叫谢尔玛。和你一样，是个谦卑的朝圣者。
如果你在前方需要帮助，就大声唱出我的名字，我一定会来到你的身边。我和我的幸运铃铛随叫随到！",Patch 4 Team Cart Fix version,对了，我叫谢尔玛，和你一样是朝圣者。路上需要帮忙的话，就喊我的名字，我一定会找到你！我和我的幸运铃铛随叫随到！,0,False,SHERMA_MEET
Belltown_COURIER_SHOP_BEGIN_PILGRIMSREST,dialogue,Belltown,Belltown,COURIER_SHOP_BEGIN_PILGRIMSREST,COURIER_SHOP_BEGIN_PILGRIMSREST,"Deliverings for the waystation in the fields at Pharloom’s edge, a small rest-stop, still serving.
This journey is maybe not so very hard for you, miss courier? We think you is perfect for this wish!",medium,True,34.85,5.5,5.0,6.0,16.69,16.69,Initial official version,"给远野驿站的货，那小站还在营业。
对您不算难吧？您是最合适的人选！",Public-beta official revision,"还有送到法鲁姆远野驿站的货，那是个休息的地方，还在用着。
送货员小姐，这趟旅程对你来说也许不那么困难？我们觉得你最适合干这活儿！",Patch 4 Team Cart Fix version,"给远野驿站的货，那个小驿站还在营业。
这趟旅途对您不算难吧，邮差小姐？我们觉得您是最适合完成它的了！",0,False,COURIER_SHOP
Wilds_SEAMSTRESS_BROLLY_QUEST_REPEAT,dialogue,Wilds,Wilds,SEAMSTRESS_BROLLY_QUEST_REPEAT,SEAMSTRESS_BROLLY_QUEST_REPEAT,"I’ll have the spines for you shortly, madam.
Good, good! The caves just beyond here are full of the creatures, floating carelessly in the warm air.
I’m sure your big needle there can coax them into sharing their spines.",medium,True,36.15,5.833,1.0,6.0,16.677,16.677,Initial official version,"我稍候就带来棘刺，女士。
好！附近的洞窟里到处是那种浮空的蠢虫。
你的长针肯定能""劝""它们献出棘刺。",Public-beta official revision,"马上就能把脊骨芯子给您弄来，夫人
不错！前面山洞里到处都是这些家伙，在暖风里飘来飘去。
你那根大针应该能""劝""它们交出脊骨，剖开取芯子不过是顺手的事。",Patch 4 Team Cart Fix version,"我稍后就带棘刺芯来，女士。
好，很好！附近的洞窟里到处都是这种生物，就在热气里毫无防备地飘着呢。
你的长针肯定能让它们乖乖交出棘刺。然后只要切开棘刺，取出芯，很快就能搞定。",0,False,SEAMSTRESS_BROLLY
Belltown_SHOP_ITEM_FURNISHING_PAINT_DESC,dialogue,Belltown,Belltown,SHOP_ITEM_FURNISHING_PAINT_DESC,SHOP_ITEM_FURNISHING_PAINT_DESC,"You’ve a good solid bell up there, though its surface is showing its age. Why not have us paint it fresh? A protective coat and a little flair!",medium,True,35.0,5.667,5.0,5.0,16.633,16.633,Initial official version,你的钟屋结实但显旧。刷层护漆加点花纹如何？,Public-beta official revision,你的钟屋挺结实，只是表面有些陈旧。何不让我们帮你重新粉刷一番？一层防护膜，再添几丝风采！,Patch 4 Team Cart Fix version,你的钟居制作精良，坚固结实，就是外表看起来太旧了。要不要我们重新粉刷下？就刷一层保护漆，再加一点我们的审美！,0,False,SHOP_ITEM
Wilds_HUNTRESS_TALK_CITADEL,dialogue,Wilds,Wilds,HUNTRESS_TALK_CITADEL,HUNTRESS_TALK_CITADEL,"Have you seen it... small sspidderrr.... that cruel Citadel, weighing heavy atop tthissss land?
My hunger may seem great, but that place... that is consumption unending...",medium,True,40.925,7.0,5.0,6.0,19.42,16.62,Initial official version,"咝——小蜘蛛，我仍能闻到你的紧张感。我还是让你觉得危险？
这片土地处处危机，高个子，我自然得保持戒备。你的利爪看起来没少沾血。
咝——我乐于杀戮，但也只是为了喂饱自己，以及我即将出生的孩子们。
那座圣堡压在这片土地之上。咝——那地方的“饥饿”与我的相比，可算是个无底洞。",Public-beta official revision,"你可曾见过……小蜘蛛……那残酷的圣堡，重重地压在这片土地之上？
我饿虽饿，但那儿……可是吃人不吐骨头的地方……",Patch 4 Team Cart Fix version,"你见过吗……小蜘蛛……嘶……那座压在这片土地上的残酷圣堡？
我的胃口，嘶……或许看着大，但那个地方，嘶……才是真正的无底洞……",24,True,HUNTRESS_TALK
Caravan_TROUPE_MEMBER_SHORT_MEET_FESTIVAL,dialogue,Caravan,Caravan,TROUPE_MEMBER_SHORT_MEET_FESTIVAL,TROUPE_MEMBER_SHORT_MEET_FESTIVAL,"Good friend of fleas is you, Miss Hornet. Now must join and drink much. Be merry before all ends. Brew is made, enough for all!
No charge for you if needing more. Why waste when future is final?",medium,True,34.725,5.0,5.0,6.0,16.54,16.54,Initial official version,"大黄蜂小姐，我们跳蚤的挚友，快来喝！末日临头该及时行乐！药酿管够！
尽管喝吧！都要完蛋了还留着干嘛？",Public-beta official revision,"你真是跳蚤们的好朋友，大黄蜂小姐。请务必加入我们，一起喝个痛快。趁一切还没完，及时行乐吧！酒管够，人人有份！
想喝多少都免费。反正明天都要完蛋，浪费啥？",Patch 4 Team Cart Fix version,"大黄蜂小姐，你是我们跳蚤的挚友，快来一起喝！末日将至，及时行乐！秘酿管够！
免费续杯。末日都要来了，别浪费了这些秘酿！",0,False,TROUPE_MEMBER
Belltown_DOCTOR_CURSE_REPEAT,dialogue,Belltown,Belltown,DOCTOR_CURSE_REPEAT,DOCTOR_CURSE_REPEAT,"Off with you! Head over to that tangled mess of cages, in those roads above the moors.
Those two bugs, Benjin and Crull, can surely scrounge up what I need. A full bundle of hard, sharp spines!",medium,True,35.825,5.667,1.0,6.0,16.513,16.513,Initial official version,赶紧去！找沼地上边铁笼堆的班金和克鲁尔，拿钢棘回来！,Public-beta official revision,"走吧！前往荒原上方的道路中的那堆混乱叠放的笼子。
那两只虫子，班金和克鲁尔，肯定能帮我找到我需要的东西。整整一捆坚硬锋利的钢棘！",Patch 4 Team Cart Fix version,"赶紧去！走灰沼上方的那些路，就在那堆乱糟糟的铁笼子那里。
那两只虫子，班金和克鲁尔，他们绝对能找到我要的东西。我要一整捆坚硬的钢棘！",0,False,DOCTOR_CURSE
Belltown_PINSMITH_QUEST_CANCOMPLETE,dialogue,Belltown,Belltown,PINSMITH_QUEST_CANCOMPLETE,PINSMITH_QUEST_CANCOMPLETE,"Pinmaster, I have acquired oil with which my needle may see further sharpening.
Bonva! What wonder? What wish? To steal a gift so fine. Few are the pinmasters of our age that ever worked with such a substance.",medium,True,35.5,5.833,1.0,6.0,16.417,16.417,Initial official version,"针匠，我取来磨针秘油了。
太好了！这等圣物，这年头还有哪个针匠能摸到这宝贝！",Public-beta official revision,"针匠，我已经弄到磨针神油了，帮忙把利刃再磨得锋利些吧。
太好了！不敢相信？不敢想象？居然偷了这么好的东西。当今时代，懂得用这种东西的针匠不多了。",Patch 4 Team Cart Fix version,"针匠，我找到磨针的秘油了。
天哪！真是奇迹！祈愿成真了！竟能窃取到这等天赐。到我们这年纪的针匠也没几位能摸到这等宝贝！",0,False,PINSMITH_QUEST
